t	y_obs
14120	-36.89566959
14130	-37.76675891
14140	-36.82869465
14150	-36.47945865
14160	-36.32974559
14170	-36.24064975
14180	-36.75438685
14190	-35.61383166
14200	-36.62520989
14210	-35.02633748
14220	-36.51473217
14230	-34.81141674
14240	-35.46937392
14250	-35.5973114
14260	-35.95050322
14270	-36.70892688
14280	-36.09662196
14290	-36.70199471
14300	-35.74673102
14310	-35.31947182
14320	-36.16850657
14330	-36.80429448
14340	-35.88072557
14350	-35.70117082
14360	-35.53069088
14370	-35.84592261
14380	-36.29275636
14390	-36.26614224
14400	-34.90553497
14410	-34.98446309
14420	-34.41391967
14430	-35.27653456
14440	-35.98750208
14450	-34.89076431
14460	-35.53258553
14470	-35.12325031
14480	-34.92022776
14490	-36.01499585
14500	-35.44182284
14510	-34.95647902
14520	-35.62187799
14530	-36.42305541
14540	-36.15131407
14550	-37.20850949
14560	-36.24912495
14570	-35.95197608
14580	-36.64403696
14590	-37.26001368
14600	-37.62556519
14610	-38.30147454
14620	-39.07250771
14630	-38.52313916
14640	-39.07094806
14650	-40.48242061
14660	-40.56142811
14670	-40.57248696
14680	-40.42145741
14690	-40.04724191
14700	-39.29327909
14710	-38.74446452
14720	-38.39501591
14730	-39.16789127
14740	-39.72947535
14750	-38.85234573
14760	-38.80076761
14770	-39.290557
14780	-39.44222755
14790	-39.7686854
14800	-41.34803786
14810	-41.23819516
14820	-39.71185173
14830	-39.20232817
14840	-38.9949286
14850	-39.3697274
14860	-39.72080305
14870	-38.83437781
14880	-38.45165086
14890	-38.82475855
14900	-39.7285643
14910	-40.3901557
14920	-39.65866431
14930	-39.42033309
14940	-39.56773278
14950	-39.998802
14960	-40.56792223
14970	-40.29468471
14980	-39.68414688
14990	-39.28327767
15000	-39.14112574
15010	-39.88825267
15020	-40.2730874
15030	-39.64357683
15040	-39.24390737
15050	-39.02675801
15060	-39.18778971
15070	-39.47820067
15080	-38.89355992
15090	-38.53652177
15100	-38.43547565
15110	-38.92567801
15120	-39.68041461
15130	-40.00300256
15140	-39.67469844
15150	-38.76072882
15160	-39.27603256
15170	-39.6165195
15180	-39.33123061
15190	-39.26314733
15200	-39.56113166
15210	-39.77339255
15220	-39.89944672
15230	-39.9
15240	-39.91489391
15250	-40.17583811
15260	-40.22882595
15270	-39.02534325
15280	-38.95134087
15290	-40.33001508
15300	-40.42581459
15310	-40.06886361
15320	-40.33039518
15330	-41.54572614
15340	-41.57635557
15350	-41.03732469
15360	-40.44991867
15370	-39.76678201
15380	-39.22314942
15390	-38.78582026
15400	-38.75950795
15410	-39.11039156
15420	-39.41535151
15430	-39.61886437
15440	-39.04078584
15450	-38.45920807
15460	-40.67044691
15470	-41.86078528
15480	-40.1078055
15490	-39.58389722
15500	-39.98420273
15510	-40.08867858
15520	-39.73956876
15530	-39.72814101
15540	-40.33824753
15550	-40.50420472
15560	-40.01759419
15570	-39.87836731
15580	-40.28326439
15590	-40.26351249
15600	-39.62655763
15610	-39.46724366
15620	-40.18500215
15630	-40.31610081
15640	-39.97685922
15650	-39.79218303
15660	-39.72030256
15670	-39.89386271
15680	-40.73314724
15690	-41.22737632
15700	-41.53168329
15710	-41.62780737
15720	-40.96264281
15730	-40.40001555
15740	-40.62962744
15750	-40.98173798
15760	-40.99005627
15770	-40.67242579
15780	-40.47008512
15790	-40.89251236
15800	-41.41711091
15810	-41.37410393
15820	-41.14725661
15830	-40.79695185
15840	-39.88858783
15850	-39.44657755
15860	-39.63150692
15870	-39.82949119
15880	-39.87253519
15890	-39.88994028
15900	-39.43947397
15910	-39.02556904
15920	-39.43904976
15930	-39.66144214
15940	-38.5132017
15950	-38.56548168
15960	-39.50570854
15970	-39.56346502
15980	-39.50019924
15990	-39.18533932
16000	-39.15904805
16010	-39.91455527
16020	-39.92432559
16030	-38.87750996
16040	-39.35591088
16050	-40.58313764
16060	-40.47397563
16070	-39.98162579
16080	-40.10266846
16090	-40.3349233
16100	-39.97726235
16110	-39.36967607
16120	-39.51971825
16130	-39.89558556
16140	-39.19462963
16150	-38.36028722
16160	-38.96305918
16170	-39.36829066
16180	-38.24357882
16190	-38.35298226
16200	-39.35901786
16210	-39.96377893
16220	-40.19115219
16230	-39.7134269
16240	-39.48189405
16250	-39.79682712
16260	-39.7838886
16270	-39.28156253
16280	-39.46702735
16290	-40.49064084
16300	-40.71890988
16310	-40.49514866
16320	-40.50460422
16330	-40.83136154
16340	-40.80734245
16350	-38.96410187
16360	-38.00790355
16370	-39.53856875
16380	-40.32480815
16390	-40.21619007
16400	-39.93145125
16410	-38.62490815
16420	-38.71576127
16430	-40.18524775
16440	-40.47175795
16450	-39.87845119
16460	-39.91534024
16470	-40.70808221
16480	-41.01624034
16490	-41.14273227
16500	-41.16988021
16510	-40.82298501
16520	-40.37094356
16530	-40.03394774
16540	-39.7364803
16550	-39.49524741
16560	-39.29679535
16570	-39.43133103
16580	-40.25943933
16590	-40.34734295
16600	-40.02844166
16610	-39.51265435
16620	-38.73649351
16630	-38.77242556
16640	-39.10291891
16650	-39.78666097
16660	-40.80700838
16670	-40.80781202
16680	-40.53018006
16690	-40.27861272
16700	-40.04866607
16710	-40.01
16720	-40.01
16730	-39.71260748
16740	-38.5940293
16750	-38.60471763
16760	-40.17441334
16770	-40.94302355
16780	-41.05657295
16790	-41.0129843
16800	-40.38759446
16810	-39.96017136
16820	-40.17859623
16830	-40.40878676
16840	-40.27172658
16850	-39.99311997
16860	-39.79192483
16870	-39.62801928
16880	-39.76369564
16890	-40.50777909
16900	-40.66012427
16910	-40.25829881
16920	-40.02620823
16930	-40.7257987
16940	-41.4489129
16950	-41.37993344
16960	-41.14738005
16970	-40.76301868
16980	-39.92932463
16990	-39.30904185
17000	-39.07314355
17010	-38.88654057
17020	-38.66047253
17030	-38.55124228
17040	-38.79556588
17050	-38.94122507
17060	-38.95854525
17070	-39.25758079
17080	-39.89623753
17090	-39.43260106
17100	-38.88400515
17110	-39.42690123
17120	-39.78543155
17130	-38.28176719
17140	-37.82274522
17150	-37.84402558
17160	-38.56653192
17170	-39.48993024
17180	-39.2889931
17190	-38.66796325
17200	-37.55442725
17210	-38.28134758
17220	-39.31576968
17230	-39.65843369
17240	-39.43319407
17250	-37.7899795
17260	-38.44113078
17270	-39.5096537
17280	-39.39019169
17290	-39.00794264
17300	-37.43122524
17310	-37.95327807
17320	-39.0799991
17330	-38.47545726
17340	-38.27660837
17350	-39.80192489
17360	-38.98967127
17370	-37.58008058
17380	-38.91476342
17390	-39.56777445
17400	-39.54317756
17410	-39.44758777
17420	-39.16428646
17430	-39.46397207
17440	-40.25737189
17450	-40.274133
17460	-40.20543511
17470	-40.15939468
17480	-40.1227212
17490	-39.5038371
17500	-37.99362428
17510	-37.78443606
17520	-37.78015036
17530	-37.90349005
17540	-38.30525566
17550	-39.36093721
17560	-39.56938023
17570	-39.16451443
17580	-39.68665721
17590	-40.43205425
17600	-40.00501163
17610	-39.06109955
17620	-38.27528679
17630	-37.98570357
17640	-39.14090676
17650	-40.00860697
17660	-39.42058946
17670	-38.90231492
17680	-38.64501121
17690	-38.3720189
17700	-38.13257196
17710	-38.12875304
17720	-38.1671216
17730	-38.34658438
17740	-38.91134948
17750	-39.96165586
17760	-39.04519695
17770	-38.08232253
17780	-38.83628674
17790	-39.40365089
17800	-39.55229213
17810	-39.33328498
17820	-38.51595068
17830	-38.84584691
17840	-40.16217576
17850	-39.68064731
17860	-38.7124317
17870	-38.44476807
17880	-38.34087693
17890	-38.76045776
17900	-38.90382478
17910	-38.49735933
17920	-38.42405241
17930	-38.63372235
17940	-39.01639601
17950	-39.51688622
17960	-39.95275111
17970	-40.25138214
17980	-40.35123163
17990	-40.38970669
18000	-40.2042121
18010	-39.96721791
18020	-40.08377003
18030	-40.39201547
18040	-40.26132845
18050	-39.70246631
18060	-39.5099713
18070	-39.78174423
18080	-39.91832253
18090	-38.20318402
18100	-37.37426028
18110	-38.4743049
18120	-39.03695681
18130	-38.81076103
18140	-38.8495528
18150	-39.13068744
18160	-38.74919286
18170	-38.2178734
18180	-39.19900023
18190	-39.94344775
18200	-40.06766363
18210	-39.95672504
18220	-37.76342718
18230	-37.60806249
18240	-39.08771769
18250	-39.30044662
18260	-38.97237595
18270	-38.80472488
18280	-38.73004883
18290	-39.16208651
18300	-39.5886764
18310	-38.61382273
18320	-38.2623132
18330	-39.6313836
18340	-40.19427437
18350	-39.96494636
18360	-39.52955267
18370	-38.68624109
18380	-38.651814
18390	-39.27794359
18400	-39.36070624
18410	-38.88288274
18420	-38.90497801
18430	-39.31315778
18440	-39.01569119
18450	-37.92276491
18460	-38.30366585
18470	-38.91999819
18480	-38.44239619
18490	-38.21649403
18500	-40.10941702
18510	-40.63111325
18520	-39.999013
18530	-39.75136716
18540	-39.89016863
18550	-39.87462088
18560	-39.07641552
18570	-38.77993484
18580	-39.40289755
18590	-39.89800207
18600	-39.76277161
18610	-39.46743415
18620	-38.90621244
18630	-38.52000044
18640	-39.13638292
18650	-39.81537854
18660	-39.77357444
18670	-39.65946142
18680	-39.3403097
18690	-39.09043329
18700	-39.19356575
18710	-39.4490191
18720	-40.12102523
18730	-40.97491323
18740	-40.77718697
18750	-39.89380741
18760	-39.65320075
18770	-40.93662909
18780	-41.71467297
18790	-40.74728752
18800	-39.42374406
18810	-39.28244671
18820	-40.21134123
18830	-40.66063949
18840	-40.36860374
18850	-39.93086413
18860	-39.58150664
18870	-39.2519209
18880	-39.2097704
18890	-39.73169507
18900	-39.93255648
18910	-39.58292852
18920	-39.31053341
18930	-39.59424227
18940	-40.10254734
18950	-40.61367912
18960	-41.08822724
18970	-41.19596984
18980	-41.15000525
18990	-41.06482463
19000	-40.69692766
19010	-40.18351468
19020	-40.09712711
19030	-40.1458104
19040	-40.22586075
19050	-40.37848854
19060	-40.66039249
19070	-40.76576608
19080	-40.65438215
19090	-40.43339057
19100	-39.9106954
19110	-38.93461466
19120	-38.66653493
19130	-39.7274173
19140	-40.39870921
19150	-40.2968231
19160	-40.16216801
19170	-40.14661087
19180	-40.17314335
19190	-40.00473002
19200	-39.0388047
19210	-38.79641742
19220	-39.61380825
19230	-40.44498886
19240	-40.70335418
19250	-40.8457585
19260	-40.7697516
19270	-40.41832598
19280	-40.1904292
19290	-40.47165308
19300	-40.90940457
19310	-40.89410722
19320	-40.55972189
19330	-40.23996068
19340	-40.04411576
19350	-39.88936339
19360	-39.88801406
19370	-40.34806277
19380	-40.78756494
19390	-40.89780357
19400	-40.96323794
19410	-41.04761204
19420	-41.24414707
19430	-41.45811665
19440	-41.43295049
19450	-41.00167156
19460	-40.55554643
19470	-40.50156201
19480	-40.71363023
19490	-40.97151732
19500	-41.14895636
19510	-41.31295141
19520	-41.39877832
19530	-40.99829207
19540	-40.08380213
19550	-39.53221827
19560	-39.90023629
19570	-40.54709386
19580	-40.66744717
19590	-40.41260349
19600	-40.0753009
19610	-39.7381834
19620	-39.38265387
19630	-39.33560113
19640	-39.96319682
19650	-40.27179358
19660	-39.05644548
19670	-37.83899306
19680	-38.78935952
19690	-40.57714368
19700	-40.70692269
19710	-40.61133129
19720	-40.35549784
19730	-39.68424712
19740	-39.32368166
19750	-39.99867202
19760	-40.71780452
19770	-40.58034116
19780	-40.25743044
19790	-40.11124214
19800	-40.18547851
19810	-40.29975377
19820	-40.4124407
19830	-40.52221811
19840	-40.46670663
19850	-39.66222696
19860	-38.95480682
19870	-39.22984528
19880	-40.00931721
19890	-40.68964459
19900	-41.42202101
19910	-41.9206274
19920	-41.76978697
19930	-41.06551806
19940	-40.7538825
19950	-40.86941529
19960	-41.03692011
19970	-41.10983236
19980	-41.09332247
19990	-41.05323422
20000	-40.97878983
20010	-40.61593145
20020	-40.2060604
20030	-40.17590734
20040	-40.56903829
20050	-40.99724797
20060	-41.08115396
20070	-40.92555635
20080	-40.786891
20090	-40.86515893
20100	-41.11030596
20110	-41.29838292
20120	-41.28952958
20130	-41.20601803
20140	-41.07764237
20150	-40.74864936
20160	-40.18681823
20170	-39.94787582
20180	-40.40918846
20190	-41.1486356
20200	-41.55900296
20210	-41.41463208
20220	-41.13304891
20230	-41.0004545
20240	-41.04708548
20250	-41.11730974
20260	-41.11577527
20270	-40.75792412
20280	-40.29775609
20290	-40.15212778
20300	-40.39752903
20310	-40.71978392
20320	-40.86257476
20330	-40.92926205
20340	-40.99938287
20350	-41.17022494
20360	-41.80058913
20370	-42.43406476
20380	-42.42368476
20390	-41.76592746
20400	-41.05643954
20410	-40.87027816
20420	-40.9981498
20430	-41.17113534
20440	-41.25996858
20450	-41.14047425
20460	-40.91292499
20470	-40.79000011
20480	-40.91132081
20490	-41.19422159
20500	-41.51787316
20510	-41.78471851
20520	-42.07752779
20530	-42.308574
20540	-42.34556897
20550	-42.19910273
20560	-41.99013255
20570	-41.83812315
20580	-41.83667142
20590	-41.91601803
20600	-42.00471814
20610	-42.03434316
20620	-41.65144437
20630	-40.97657009
20640	-40.4450203
20650	-40.20845577
20660	-40.01674806
20670	-39.90429853
20680	-40.02949531
20690	-40.74269845
20700	-41.39134334
20710	-41.45386256
20720	-41.42139323
20730	-41.36522958
20740	-41.17139673
20750	-40.6408831
20760	-40.22674052
20770	-40.40443446
20780	-41.0498176
20790	-41.55574232
20800	-41.65797039
20810	-41.70860635
20820	-41.75816914
20830	-41.85875843
20840	-42.15210082
20850	-42.48433826
20860	-42.60393088
20870	-42.33799519
20880	-41.87449993
20890	-41.48509799
20900	-41.4
20910	-41.4
20920	-41.4
20930	-41.4
20940	-41.29782841
20950	-41.03232728
20960	-40.73387588
20970	-40.45996711
20980	-40.1423125
20990	-39.91453124
21000	-39.89080405
21010	-39.96266504
21020	-40.07331872
21030	-40.27303929
21040	-40.57242668
21050	-40.84400089
21060	-41.10742366
21070	-41.33353633
21080	-41.37596927
21090	-40.95763269
21100	-40.52968261
21110	-40.55932367
21120	-40.78705961
21130	-41.09527763
21140	-41.40644963
21150	-41.84737866
21160	-42.24477257
21170	-42.30892143
21180	-41.77619026
21190	-41.04501608
21200	-40.65122451
21210	-40.66001684
21220	-40.68584904
21230	-40.71730624
21240	-40.74882489
21250	-40.78842353
21260	-40.84516389
21270	-40.99838086
21280	-41.29557553
21290	-41.54496454
21300	-41.53428408
21310	-41.17603465
21320	-40.80550856
21330	-40.67380927
21340	-40.59764462
21350	-40.53446078
21360	-40.45794601
21370	-40.3718364
21380	-40.31529788
21390	-40.38501343
21400	-40.65635636
21410	-40.81999596
21420	-40.69334809
21430	-40.46112626
21440	-40.34
21450	-40.34
21460	-40.34
21470	-40.32835686
21480	-40.27586417
21490	-40.22698502
21500	-40.39633137
21510	-41.21935843
21520	-41.88756267
21530	-41.81707814
21540	-41.52551044
21550	-41.31690008
21560	-41.47074547
21570	-41.93880137
21580	-42.41637137
21590	-42.59701341
21600	-42.39602542
21610	-42.02317704
21620	-41.68032288
21630	-41.44768134
21640	-41.22125389
21650	-41.05367278
21660	-41.00182712
21670	-41.08882174
21680	-41.23920803
21690	-41.35988616
21700	-41.33446096
21710	-41.06167772
21720	-40.77885917
21730	-40.7204198
21740	-40.72430047
21750	-40.73172646
21760	-40.74279545
21770	-40.78089417
21780	-40.84111952
21790	-40.90636453
21800	-41.00000044
21810	-41.0877681
21820	-41.11390622
21830	-40.78566819
21840	-40.32554442
21850	-40.21563363
21860	-40.3835579
21870	-40.62326799
21880	-40.80952518
21890	-40.96012121
21900	-41.12693355
21910	-41.36061768
21920	-41.90232526
21930	-42.54089638
21940	-42.81875142
21950	-42.57310664
21960	-42.06095922
21970	-41.5131883
21980	-41.09117781
21990	-40.68583614
22000	-40.31147075
22010	-39.99202034
22020	-39.6670515
22030	-39.43484453
22040	-39.48972061
22050	-40.00971393
22060	-40.59567791
22070	-40.8254457
22080	-40.88614906
22090	-40.9450858
22100	-41.08730394
22110	-41.29685596
22120	-41.43371661
22130	-41.25469557
22140	-40.73653511
22150	-40.3941756
22160	-40.40419288
22170	-40.43467962
22180	-40.44931442
22190	-40.29646062
22200	-39.97778574
22210	-39.63703739
22220	-39.24364102
22230	-38.84198845
22240	-38.44909003
22250	-38.12958834
22260	-38.25424064
22270	-38.9274377
22280	-39.38890765
22290	-39.62895627
22300	-39.98653343
22310	-40.67236064
22320	-41.17608968
22330	-41.09654464
22340	-40.84537642
22350	-40.79737603
22360	-41.0762483
22370	-41.42226102
22380	-41.54879716
22390	-41.51199923
22400	-41.45723001
22410	-41.43010347
22420	-41.57948904
22430	-41.86805756
22440	-42.08212522
22450	-42.01464535
22460	-41.67874963
22470	-41.29537593
22480	-41.09174601
22490	-41.19967611
22500	-41.45112252
22510	-41.64375726
22520	-41.60130938
22530	-41.35823662
22540	-41.04451239
22550	-40.78937749
22560	-40.62141033
22570	-40.46807909
22580	-40.27540753
22590	-39.97968143
22600	-39.5843429
22610	-39.12948951
22620	-38.53470211
22630	-38.06063231
22640	-37.8190453
22650	-37.6914919
22660	-37.72287949
22670	-37.8252889
22680	-38.59926514
22690	-39.55004732
22700	-39.71107396
22710	-39.75197251
22720	-39.21616202
22730	-38.63361643
22740	-39.2955463
22750	-40.83883259
22760	-41.36298576
22770	-41.54104926
22780	-41.63173242
22790	-41.63162202
22800	-41.58631131
22810	-41.51181921
22820	-41.3420628
22830	-40.95269004
22840	-40.64036316
22850	-40.72103871
22860	-41.19308584
22870	-41.75889234
22880	-42.11125188
22890	-42.06025264
22900	-41.83775515
22910	-41.6315504
22920	-41.60263426
22930	-41.7002729
22940	-41.83205436
22950	-41.92225715
22960	-41.84854332
22970	-41.52451611
22980	-41.16955234
22990	-41.02147149
23000	-41.25184438
23010	-41.72467744
23020	-42.22348249
23030	-42.54554986
23040	-42.79046804
23050	-43.01292649
23060	-43.1817752
23070	-43.26586421
23080	-43.25812483
23090	-43.20842057
23100	-43.12762213
23110	-43.02404166
23120	-42.81820163
23130	-42.35557741
23140	-41.81198835
23150	-41.38182774
23160	-41.25435268
23170	-41.38321981
23180	-41.61720938
23190	-41.85625244
23200	-42.00028001
23210	-41.99101925
23220	-41.91877269
23230	-41.83238549
23240	-41.7751409
23250	-41.89440327
23260	-42.45380834
23270	-43.22093024
23280	-43.92591924
23290	-44.29892562
23300	-44.20476068
23310	-43.8622738
23320	-43.41380354
23330	-42.99695932
23340	-42.73063986
23350	-42.50696926
23360	-42.30390003
23370	-42.15195047
23380	-42.08163888
23390	-42.09296178
23400	-42.13388005
23410	-42.18726996
23420	-42.23703906
23430	-42.26709494
23440	-42.26378022
23450	-42.23473899
23460	-42.19691128
23470	-42.16710848
23480	-42.16074484
23490	-42.17131675
23500	-42.19323572
23510	-42.22501127
23520	-42.26515294
23530	-42.34383498
23540	-42.53298727
23550	-42.7787044
23560	-43.0182573
23570	-43.19799515
23580	-43.37140496
23590	-43.54112687
23600	-43.68274105
23610	-43.77182767
23620	-43.74568273
23630	-43.24190609
23640	-42.42689045
23650	-41.61666261
23660	-41.12724939
23670	-41.13473823
23680	-41.31965318
23690	-41.55882368
23700	-41.75423161
23710	-41.84048656
23720	-41.90484477
23730	-41.95760598
23740	-41.99412203
23750	-42.00974471
23760	-42.00940046
23770	-42.0072382
23780	-42.00357221
23790	-41.98952837
23800	-41.82833293
23810	-41.56453333
23820	-41.31737986
23830	-41.1955319
23840	-41.13532689
23850	-41.09008837
23860	-41.04932298
23870	-41.00685568
23880	-40.96726115
23890	-40.93087645
23900	-40.89681656
23910	-40.85908346
23920	-40.82625636
23930	-40.81022966
23940	-40.90504413
23950	-41.13799506
23960	-41.32685183
23970	-41.39544313
23980	-41.44865858
23990	-41.48212125
24000	-41.48993626
24010	-41.48863775
24020	-41.485615
24030	-41.48080096
24040	-41.10215054
24050	-40.22990168
24060	-39.71125406
24070	-39.88897355
24080	-40.31997229
24090	-40.78360656
24100	-41.08927769
24110	-41.34718366
24120	-41.52380671
24130	-41.43165691
24140	-40.74344259
24150	-39.97732118
24160	-39.77925355
24170	-40.73230627
24180	-42.11255589
24190	-42.87653173
24200	-42.7694657
24210	-42.48984594
24220	-42.17278099
24230	-41.94233486
24240	-41.78187023
24250	-41.63301402
24260	-41.45248308
24270	-41.14929626
24280	-40.60538023
24290	-40.12811353
24300	-40.02442549
24310	-40.07466763
24320	-40.17200236
24330	-40.30528191
24340	-40.68352731
24350	-41.43449152
24360	-42.08668812
24370	-42.21251165
24380	-42.05990693
24390	-41.87578423
24400	-41.81040778
24410	-41.82189252
24420	-41.84102598
24430	-41.85677025
24440	-41.81424407
24450	-41.44197504
24460	-40.98376929
24470	-40.78880247
24480	-40.78017871
24490	-40.77421316
24500	-40.77085154
24510	-40.77390715
24520	-40.90388296
24530	-41.09983022
24540	-41.19997156
24550	-40.66252704
24560	-39.72252281
24570	-39.34128422
24580	-39.39268389
24590	-39.50010602
24600	-39.6430843
24610	-39.95025383
24620	-40.31253626
24630	-40.54148906
24640	-40.70617486
24650	-40.86439525
24660	-41.05945416
24670	-41.28333022
24680	-41.48435443
24690	-41.62488794
24700	-41.7482455
24710	-41.82862233
24720	-41.781149
24730	-41.43071144
24740	-40.98734405
24750	-40.71208567
24760	-40.8336013
24770	-41.24098866
24780	-41.62716154
24790	-41.72771428
24800	-41.74333017
24810	-41.75386573
24820	-41.75925401
24830	-41.73023967
24840	-41.52802895
24850	-41.27999558
24860	-41.16000916
24870	-41.3323898
24880	-41.68367026
24890	-41.97337763
24900	-41.92324248
24910	-41.3294189
24920	-40.57165398
24930	-40.09375209
24940	-40.18070033
24950	-40.55118451
24960	-40.96883358
24970	-41.27509099
24980	-41.58715388
24990	-41.84471415
25000	-41.95957234
25010	-41.75185433
25020	-41.27222438
25030	-40.83773674
25040	-40.78556239
25050	-41.3962998
25060	-42.20972772
25070	-42.62969761
25080	-42.5722392
25090	-42.43462033
25100	-42.28095226
25110	-42.17508701
25120	-42.1852811
25130	-42.3338577
25140	-42.52448323
25150	-42.65063728
25160	-42.6501707
25170	-42.60957585
25180	-42.55418177
25190	-42.50226024
25200	-42.47208303
25210	-42.53611723
25220	-42.80210486
25230	-43.15004872
25240	-43.44676245
25250	-43.55796611
25260	-43.22874904
25270	-42.54851969
25280	-41.82247959
25290	-41.35583026
25300	-41.36318523
25310	-41.6191055
25320	-41.98038028
25330	-42.32713188
25340	-42.53948261
25350	-42.51121727
25360	-42.27575283
25370	-41.94374375
25380	-41.62627497
25390	-41.381928
25400	-41.12088783
25410	-40.89121228
25420	-40.75469605
25430	-40.81660368
25440	-41.19518471
25450	-41.67014372
25460	-41.99069231
25470	-41.93946338
25480	-41.61311021
25490	-41.27086837
25500	-41.16093478
25510	-41.18345516
25520	-41.22794605
25530	-41.28359064
25540	-41.34496489
25550	-41.44701049
25560	-41.55147644
25570	-41.59999482
25580	-41.54243671
25590	-41.39883913
25600	-41.21660951
25610	-41.04029077
25620	-40.80747499
25630	-40.56398552
25640	-40.4324901
25650	-40.62943097
25660	-41.1418766
25670	-41.58547195
25680	-41.65162317
25690	-41.58941645
25700	-41.47892468
25710	-41.33493203
25720	-40.97535017
25730	-40.40012507
25740	-40.06305215
25750	-40.144927
25760	-40.3523726
25770	-40.54730274
25780	-40.62836817
25790	-40.66750962
25800	-40.70699925
25810	-40.78913012
25820	-41.12570056
25830	-41.52534603
25840	-41.63932326
25850	-41.45306887
25860	-41.13482606
25870	-40.8155108
25880	-40.50840274
25890	-40.18293831
25900	-40.02053764
25910	-40.1012132
25920	-40.32233551
25930	-40.6174742
25940	-40.9611804
25950	-41.5561163
25960	-42.1551462
25970	-42.40979285
25980	-42.33389641
25990	-42.16537391
26000	-41.96868932
26010	-41.77605022
26020	-41.54238867
26030	-41.30656356
26040	-41.11438045
26050	-40.96987671
26060	-40.83533195
26070	-40.74243402
26080	-40.74213649
26090	-41.06946554
26100	-41.58176156
26110	-42.01147993
26120	-42.10452309
26130	-41.90744427
26140	-41.61575359
26150	-41.39847626
26160	-41.37847886
26170	-41.4208267
26180	-41.4662716
26190	-41.45786471
26200	-41.09363283
26210	-40.53868958
26220	-40.12846961
26230	-40.09853128
26240	-40.20395738
26250	-40.37972233
26260	-40.62659473
26270	-41.34033858
26280	-42.2325055
26290	-42.74130821
26300	-42.54159317
26310	-41.98270815
26320	-41.40833167
26330	-41.15583836
26340	-41.12168172
26350	-41.09917637
26360	-41.09010202
26370	-41.11089899
26380	-41.16994101
26390	-41.24236062
26400	-41.30298162
26410	-41.34556454
26420	-41.38659157
26430	-41.41455379
26440	-41.414075
26450	-41.35468649
26460	-41.25041351
26470	-41.12475089
26480	-40.93418505
26490	-40.63467499
26500	-40.36906937
26510	-40.30042927
26520	-41.00135544
26530	-42.09668569
26540	-42.75888313
26550	-42.39215053
26560	-41.40029182
26570	-40.42591659
26580	-40.09248178
26590	-40.18179186
26600	-40.36409776
26610	-40.59120966
26620	-40.97111693
26630	-41.55029306
26640	-42.02422091
26650	-42.12620206
26660	-42.08157513
26670	-41.99329001
26680	-41.86958535
26690	-41.63861308
26700	-41.03602477
26710	-40.43123684
26720	-40.18823474
26730	-40.0480607
26740	-39.95091624
26750	-39.91041311
26760	-40.01986829
26770	-40.26396843
26780	-40.40952011
26790	-40.36301126
26800	-40.26339426
26810	-40.19329217
26820	-40.40927242
26830	-41.09038512
26840	-41.76266098
26850	-42.01372371
26860	-42.13260446
26870	-42.20524353
26880	-42.17539377
26890	-41.67890276
26900	-40.96647101
26910	-40.4603939
26920	-40.48427896
26930	-40.82029131
26940	-41.25009278
26950	-41.57539843
26960	-41.76018376
26970	-41.92644164
26980	-42.04603758
26990	-42.08997163
27000	-42.06587533
27010	-42.00043435
27020	-41.89903236
27030	-41.76330332
27040	-41.18038678
27050	-40.30904469
27060	-39.78066933
27070	-39.92203589
27080	-40.33573445
27090	-40.75744338
27100	-40.92684097
27110	-40.47897397
27120	-39.64007904
27130	-38.83063895
27140	-37.8537137
27150	-37.27708617
27160	-37.75219247
27170	-38.66383373
27180	-38.84904706
27190	-38.62538779
27200	-38.32936664
27210	-37.9201236
27220	-37.80199138
27230	-37.82817002
27240	-37.95680957
27250	-38.64888648
27260	-38.85231546
27270	-38.54452985
27280	-38.38063892
27290	-38.4000486
27300	-38.36770037
27310	-37.76795938
27320	-37.31086944
27330	-37.20375494
27340	-37.02485385
27350	-36.67322748
27360	-36.66430624
27370	-36.98415439
27380	-38.04036629
27390	-39.74062792
27400	-40.32034552
27410	-40.6816581
27420	-40.89058304
27430	-41.02500481
27440	-41.14058225
27450	-41.27440613
27460	-41.39369706
27470	-41.44970853
27480	-41.17424666
27490	-40.56673126
27500	-40.11931818
27510	-40.26368865
27520	-40.85292273
27530	-41.42600542
27540	-41.5625046
27550	-41.47839803
27560	-41.35289345
27570	-41.2517072
27580	-41.27364997
27590	-41.66494398
27600	-42.16358071
27610	-42.39988818
27620	-42.28429951
27630	-42.03692243
27640	-41.78399709
27650	-41.65176365
27660	-41.78604648
27670	-42.16056402
27680	-42.59312454
27690	-42.90048264
27700	-42.83904885
27710	-42.10593317
27720	-41.14478671
27730	-40.50035572
27740	-40.53984931
27750	-40.90836242
27760	-41.38542064
27770	-41.77752167
27780	-41.89769976
27790	-41.83114357
27800	-41.71765908
27810	-41.6183787
27820	-41.59059817
27830	-41.60098413
27840	-41.61689876
27850	-41.62864264
27860	-41.55878926
27870	-41.21542885
27880	-40.79150355
27890	-40.51812318
27900	-40.52756407
27910	-40.6373121
27920	-40.78735704
27930	-40.93483226
27940	-41.10501248
27950	-41.29510087
27960	-41.48221892
27970	-41.64755069
27980	-41.82499161
27990	-41.98391266
28000	-42.06761098
28010	-42.07756311
28020	-42.08405771
28030	-42.08819042
28040	-42.08993791
28050	-42.08424137
28060	-42.06100229
28070	-42.02223381
28080	-41.9704042
28090	-41.871725
28100	-41.57458213
28110	-41.21991977
28120	-40.99451981
28130	-41.01589167
