t	y_obs
7782.3	1.502
7785.2	1.735
7792.8	1.847
7794	1.827
7797.9	1.91
7803.6	1.647
7808.4	1.75
7814.2	1.551
7818.7	2.12
7824.6	1.499
7829.2	1.24
7833.7	1.532
7839.3	1.4
7843.7	1.91
7849.3	1.2
7854	1.598
7859.5	1.39
7864.8	1.822
7869.5	1.68
7875.4	1.824
7884.7	2.027
7889.9	1.45
7894.4	1.637
7899.9	1.83
7904.4	2.066
7909.7	1.28
7915.3	1.676
7925.4	1.628
7934.9	1.918
7940.7	1.29
7945.6	1.129
7951.2	1.56
7956	1.411
7961.6	1.48
7978.3	1.421
7983	1.74
7988.3	1.773
7994.5	1.58
7999.4	1.665
8004.9	1.71
8009.5	1.809
8020.8	1.668
8031.3	1.586
8036.5	1.29
8041.5	1.495
8047.5	1.48
8059.1	1.56
8064.3	1.609
8070.5	1.34
8075.8	1.883
8080.3	1.81
8086.9	1.908
8092	1.81
8097.7	1.775
8103.7	1.62
8108.8	1.914
8114.9	1.68
8119.9	1.596
8126.5	1.92
8134.3	2.096
8139.7	1.77
8146.1	1.8
8151.3	1.51
8156.5	1.34
8162.1	1.22
8167	1.732
8189.5	1.723
8194.2	1.3
8199.9	1.23
8204.7	1.21
8209.7	1.855
8215.9	1.28
8220.6	1.551
8226.2	1.17
8231.9	1.499
8236.9	1.3
8242.6	1.248
8247.3	1.71
8253.3	1.776
8258.4	1.45
8263.2	1.546
8269.1	1.76
8274.2	1.522
8284.3	1.454
8290.1	2.22
8295.8	1.979
8306.6	1.413
8311.7	1.77
8316.7	1.887
8323	1.85
8327.9	1.95
8333.6	1.61
8338.5	1.751
8344	1.78
8349.8	1.651
8354.7	1.75
8366.3	1.82
8371.2	1.955
8387.5	1.43
8392.2	1.471
8398	1.46
8403.9	1.695
8408.9	1.15
8415.1	1.381
8420	1.09
8424.8	1.252
8430.6	1.54
8441.6	1.3
8446.5	1.572
8452	1.37
8458	1.533
8469	1.559
8473.7	1.38
8478.7	1.693
8489.4	1.666
8495.6	1.53
8500.5	1.577
8511.7	1.332
8516.6	1.74
8523	1.224
8532.8	1.539
8539.2	1.63
8544.2	1.608
8550.3	1.36
8555.2	1.334
8561.3	1.48
8568	1.464
8584.3	1.69
8589.4	1.713
8595.5	1.67
8612	1.811
8617.6	1.24
8623.9	1.301
8634.9	1.205
8644.7	1.558
8650.9	1.33
8655.7	1.471
8661.7	1.43
8666.8	1.072
8672.5	1.19
8678.5	1.551
8683.5	1.67
8689.7	1.529
8694.6	1.42
8700.2	1.424
8706.4	1.59
8711.6	1.519
8722.6	1.681
8728.5	1.32
8734.1	1.588
8739.1	1.42
8745.6	1.366
8751.1	1.18
8756.5	1.21
8762.4	1.49
8767.5	1.615
8773.4	0.96
8779.4	1.2
8795.4	1.28
8801.4	1.339
8806.3	1.46
8811.2	1.349
8822.1	1.59
8828.2	1.57
8833	1.75
8838.7	1.42
8844.6	1.56
8849.6	1.22
8855.6	1.369
8860.7	1.3
8865.8	1.348
8871.5	1.53
8876.4	1.316
8882.8	1.47
8888.8	1.348
8894.1	1.47
8900.2	1.581
8905.3	1.74
8911.2	1.59
8916.4	1.82
8922	1.862
8928.4	1.8
8933.5	1.574
8939.7	1.55
8945.1	1.469
8951.2	1.69
8957.5	1.886
8962.5	1.64
8969.1	1.845
8974.2	1.77
8979.3	1.596
8997	1.63
9002.1	1.56
9015.1	1.12
9020	1.12
9025.7	1.22
9030.6	1.42
9035.5	1.767
9046.9	1.649
9053	1.48
9059.3	2.033
9064.3	1.39
9070.2	1.595
9075.2	1.41
9081.5	1.771
9086.8	1.34
9091.9	1.533
9098.5	2.5
9103.7	1.478
9109.9	1.51
9115.1	1.48
9121.5	1.44
9127.8	1.55
9133.1	1.29
9139.5	1.738
9144.6	1.73
9150.3	1.858
9157.1	1.81
9169.9	1.5
9176.4	2.243
9181.8	1.63
9199.3	1.547
9204.6	1.72
9210.3	1.903
9216.7	1.4
9221.7	1.86
9227.8	1.35
9233.1	1.437
9239.4	1.54
9245.6	1.748
9250.7	1.47
9257.5	2.183
9263.1	1.69
9268.2	1.575
9274.2	2.13
9279.3	1.888
9290.8	1.468
9296.9	1.08
9303.3	1.273
9308.6	1.55
9314.7	1.559
